1	0
100001	0
200001	0
300001	0
400001	0
500001	0
600001	0
700001	0
800001	0
900001	0
1000001	0.241113697
1100001	0.241113697
1200001	0.241113697
1300001	0
1400001	0.241113697
1500001	0.060278424
1600001	0
1700001	0.120556849
1800001	0
1900001	0.120556849
2000001	0
2100001	0.180835273
2200001	0.602784243
2300001	1.748074306
2400001	2.65225067
2500001	1.38640376
2600001	1.748074306
2700001	1.446682184
2800001	1.265846911
2900001	2.109744852
3000001	2.290580125
3100001	1.567239033
3200001	2.290580125
3300001	5.003109219
3400001	0.723341092
3500001	2.109744852
3600001	1.80835273
3700001	0.663062668
3800001	4.219489703
3900001	3.737262308
4000001	1.024733214
4100001	3.315313338
4200001	0.843897941
4300001	1.989188003
4400001	2.170023276
4500001	2.531693822
4600001	6.26895613
4700001	4.03865443
4800001	3.496148611
4900001	4.400324976
5000001	9.644547893
5100001	4.219489703
5200001	6.570348252
5300001	3.194756489
5400001	1.326125335
5500001	2.170023276
5600001	3.61670546
5700001	3.134478065
5800001	1.506960608
5900001	0.904176365
6000001	1.326125335
6100001	2.411136973
6200001	1.446682184
6300001	8.49925783
6400001	2.772807519
6500001	2.350858549
6600001	2.109744852
6700001	4.942830795
6800001	3.134478065
6900001	1.928909579
7000001	1.506960608
7100001	0.783619516
7200001	1.38640376
7300001	0.723341092
7400001	0.663062668
7500001	0.723341092
7600001	2.170023276
7700001	1.205568487
7800001	1.326125335
7900001	1.567239033
8000001	0.542505819
8100001	2.290580125
8200001	3.074199641
8300001	2.170023276
8400001	1.928909579
8500001	4.279768127
8600001	6.027842433
8700001	5.42505819
8800001	5.84700716
8900001	4.641438673
9000001	2.712529095
9100001	1.989188003
9200001	1.868631154
9300001	5.967564009
9400001	4.882552371
9500001	2.109744852
9600001	2.833085943
9700001	2.531693822
9800001	1.627517457
9900001	2.772807519
10000001	1.024733214
10100001	1.868631154
10200001	3.797540733
10300001	1.38640376
10400001	1.506960608
10500001	0.663062668
10600001	0.723341092
10700001	0.542505819
10800001	2.65225067
10900001	2.471415398
11000001	1.868631154
11100001	5.003109219
11200001	3.61670546
11300001	1.265846911
11400001	1.567239033
11500001	1.145290062
11600001	0.301392122
11700001	0.482227395
11800001	1.989188003
11900001	3.737262308
12000001	3.435870187
12100001	1.38640376
12200001	1.748074306
12300001	1.205568487
12400001	1.265846911
12500001	3.676983884
12600001	4.882552371
12700001	2.591972246
