1	0
100001	0
200001	0
300001	0
400001	0
500001	0
600001	0
700001	0
800001	0
900001	0
1000001	0.602784243
1100001	0.602784243
1200001	0.602784243
1300001	0
1400001	0.602784243
1500001	0.15069606
1600001	0
1700001	0.301392123
1800001	0
1900001	0.301392123
2000001	0
2100001	0.452088183
2200001	1.506960608
2300001	4.370185765
2400001	6.630626675
2500001	3.4660094
2600001	4.370185765
2700001	3.61670546
2800001	3.164617278
2900001	5.27436213
3000001	5.726450313
3100001	3.918097583
3200001	5.726450313
3300001	12.50777305
3400001	1.80835273
3500001	5.27436213
3600001	4.520881825
3700001	1.65765667
3800001	10.54872426
3900001	9.34315577
4000001	2.561833035
4100001	8.288283345
4200001	2.109744853
4300001	4.972970008
4400001	5.42505819
4500001	6.329234555
4600001	15.67239033
4700001	10.09663608
4800001	8.740371528
4900001	11.00081244
5000001	24.11136973
5100001	10.54872426
5200001	16.42587063
5300001	7.986891223
5400001	3.315313338
5500001	5.42505819
5600001	9.04176365
5700001	7.836195163
5800001	3.76740152
5900001	2.260440913
6000001	3.315313338
6100001	6.027842433
6200001	3.61670546
6300001	21.24814458
6400001	6.932018798
6500001	5.877146373
6600001	5.27436213
6700001	12.35707699
6800001	7.836195163
6900001	4.822273948
7000001	3.76740152
7100001	1.95904879
7200001	3.4660094
7300001	1.80835273
7400001	1.65765667
7500001	1.80835273
7600001	5.42505819
7700001	3.013921218
7800001	3.315313338
7900001	3.918097583
8000001	1.356264548
8100001	5.726450313
8200001	7.685499103
8300001	5.42505819
8400001	4.822273948
8500001	10.69942032
8600001	15.06960608
8700001	13.56264548
8800001	14.6175179
8900001	11.60359668
9000001	6.781322738
9100001	4.972970008
9200001	4.671577885
9300001	14.91891002
9400001	12.20638093
9500001	5.27436213
9600001	7.082714858
9700001	6.329234555
9800001	4.068793643
9900001	6.932018798
10000001	2.561833035
10100001	4.671577885
10200001	9.493851833
10300001	3.4660094
10400001	3.76740152
10500001	1.65765667
10600001	1.80835273
10700001	1.356264548
10800001	6.630626675
10900001	6.178538495
11000001	4.671577885
11100001	12.50777305
11200001	9.04176365
11300001	3.164617278
11400001	3.918097583
11500001	2.863225155
11600001	0.753480305
11700001	1.205568488
11800001	4.972970008
11900001	9.34315577
12000001	8.589675468
12100001	3.4660094
12200001	4.370185765
12300001	3.013921218
12400001	3.164617278
12500001	9.19245971
12600001	12.20638093
12700001	6.479930615
